Org Name	Station ID	State	County	HUC	Generated HUC	Station Latitude	Station Longitude	Station Horizontal Datum	Visit Num	Activity ID	Activity Start	Activity Start Zone	Activity Type	Activity Category-Rep Num	Habitat Class Name	Characteristic Name	Characteristic Description	Sample Fraction	Value Type	Statistic Type	Result Value as Text	Result Value Status	Result Value as Number	Units	Activity Comment	Result Comment	Result Measure Qualifier	Weight Basis	Temperature Basis	Duration Basis	Analytical Proc ID	All Result Detections/Thresholds	Analysis Date	Analysis Date Zone	Conf Level	Confidence Interval	Result Depth Height	Result Depth Height Unit	Result Depth Altitude Ref Point	Result Sampling Point
The Rivers of Colorado Water Watch Network (RiverWatch)	2204	COLORADO	SUMMIT	14010002	14010002	39.4692	-106.0452	NAD83       		2204.003SC2	2015-09-16 13:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Time	Kick Time~~~~~~~~~seconds		Actual		60	Validated	60	seconds	Sub Samp						~		2015-09-16 13:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2204	COLORADO	SUMMIT	14010002	14010002	39.4692	-106.0452	NAD83       		2204.003SC4	2015-09-16 13:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Time	Kick Time~~~~~~~~~seconds		Actual		60	Validated	60	seconds	Sub Samp						~		2015-09-16 13:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2204	COLORADO	SUMMIT	14010002	14010002	39.4692	-106.0452	NAD83       		2204.003SC1	2015-09-16 13:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Time	Kick Time~~~~~~~~~seconds		Actual		60	Validated	60	seconds	Sub Samp						~		2015-09-16 13:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2204	COLORADO	SUMMIT	14010002	14010002	39.4692	-106.0452	NAD83       		2204.003SC3	2015-09-16 13:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Time	Kick Time~~~~~~~~~seconds		Actual		60	Validated	60	seconds	Sub Samp						~		2015-09-16 13:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.153SC3	2013-09-09 11:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.83	Validated	.83	ft	Sub Samp						~		2013-09-09 11:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.153SC4	2013-09-09 11:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.83	Validated	.83	ft	Sub Samp						~		2013-09-09 11:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.153SC2	2013-09-09 11:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.67	Validated	.67	ft	Sub Samp						~		2013-09-09 11:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	51	COLORADO	SUMMIT	14010002	14010002	39.603426	-105.9772256	NAD83       		51.119SC2	2013-09-09 09:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.75	Validated	.75	ft	Sub Samp						~		2013-09-09 09:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	51	COLORADO	SUMMIT	14010002	14010002	39.603426	-105.9772256	NAD83       		51.119SC4	2013-09-09 09:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.5	Validated	.5	ft	Sub Samp						~		2013-09-09 09:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	51	COLORADO	SUMMIT	14010002	14010002	39.603426	-105.9772256	NAD83       		51.119SC1	2013-09-09 09:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.67	Validated	.67	ft	Sub Samp						~		2013-09-09 09:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	51	COLORADO	SUMMIT	14010002	14010002	39.603426	-105.9772256	NAD83       		51.119SC3	2013-09-09 09:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.58	Validated	.58	ft	Sub Samp						~		2013-09-09 09:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.003SC3	2015-09-16 09:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.46	Validated	.46	ft	Sub Samp						~		2015-09-16 09:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.003SC2	2015-09-16 09:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.35	Validated	.35	ft	Sub Samp						~		2015-09-16 09:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.003SC4	2015-09-16 09:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.42	Validated	.42	ft	Sub Samp						~		2015-09-16 09:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.001SC4	2015-07-21 10:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.42	Validated	.42	ft	Sub Samp						~		2015-07-21 10:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.001SC1	2015-07-21 10:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.58	Validated	.58	ft	Sub Samp						~		2015-07-21 10:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.001SC3	2015-07-21 10:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.5	Validated	.5	ft	Sub Samp						~		2015-07-21 10:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.001SC2	2015-07-21 10:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.5	Validated	.5	ft	Sub Samp						~		2015-07-21 10:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.003SC1	2015-09-16 09:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.42	Validated	.42	ft	Sub Samp						~		2015-09-16 09:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.003SC4	2015-09-16 10:50:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.46	Validated	.46	ft	Sub Samp						~		2015-09-16 10:50:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.001SC4	2015-07-21 11:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.21	Validated	.21	ft	Sub Samp						~		2015-07-21 11:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.001SC3	2015-07-21 11:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.33	Validated	.33	ft	Sub Samp						~		2015-07-21 11:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.003SC1	2015-09-16 10:50:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.27	Validated	.27	ft	Sub Samp						~		2015-09-16 10:50:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.003SC3	2015-09-16 10:50:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.21	Validated	.21	ft	Sub Samp						~		2015-09-16 10:50:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.001SC2	2015-07-21 11:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.25	Validated	.25	ft	Sub Samp						~		2015-07-21 11:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.001SC1	2015-07-21 11:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.17	Validated	.17	ft	Sub Samp						~		2015-07-21 11:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.003SC2	2015-09-16 10:50:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.54	Validated	.54	ft	Sub Samp						~		2015-09-16 10:50:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.001SC4	2015-07-21 12:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.28	Validated	.28	ft	Sub Samp						~		2015-07-21 12:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC4	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.19	Validated	.19	ft	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC3	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.27	Validated	.27	ft	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.001SC2	2015-07-21 12:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.37	Validated	.37	ft	Sub Samp						~		2015-07-21 12:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC2	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.31	Validated	.31	ft	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.001SC1	2015-07-21 12:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.15	Validated	.15	ft	Sub Samp						~		2015-07-21 12:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC1	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.25	Validated	.25	ft	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.001SC3	2015-07-21 12:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.21	Validated	.21	ft	Sub Samp						~		2015-07-21 12:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003SC1	2015-09-16 12:10:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.35	Validated	.35	ft	Sub Samp						~		2015-09-16 12:10:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003SC3	2015-09-16 12:10:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.31	Validated	.31	ft	Sub Samp						~		2015-09-16 12:10:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003SC4	2015-09-16 12:10:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.35	Validated	.35	ft	Sub Samp						~		2015-09-16 12:10:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.001SC4	2015-07-21 13:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.5	Validated	.5	ft	Sub Samp						~		2015-07-21 13:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.001SC1	2015-07-21 13:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.53	Validated	.53	ft	Sub Samp						~		2015-07-21 13:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.001SC2	2015-07-21 13:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.38	Validated	.38	ft	Sub Samp						~		2015-07-21 13:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.001SC3	2015-07-21 13:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.45	Validated	.45	ft	Sub Samp						~		2015-07-21 13:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003SC2	2015-09-16 12:10:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.33	Validated	.33	ft	Sub Samp						~		2015-09-16 12:10:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2204	COLORADO	SUMMIT	14010002	14010002	39.4692	-106.0452	NAD83       		2204.003SC2	2015-09-16 13:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.64	Validated	.64	ft	Sub Samp						~		2015-09-16 13:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2204	COLORADO	SUMMIT	14010002	14010002	39.4692	-106.0452	NAD83       		2204.003SC1	2015-09-16 13:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.71	Validated	.71	ft	Sub Samp						~		2015-09-16 13:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2204	COLORADO	SUMMIT	14010002	14010002	39.4692	-106.0452	NAD83       		2204.003SC3	2015-09-16 13:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.83	Validated	.83	ft	Sub Samp						~		2015-09-16 13:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.153SC4	2013-09-09 11:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2013-09-09 11:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.153SC3	2013-09-09 11:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2013-09-09 11:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.153SC1	2013-09-09 11:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2013-09-09 11:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.153SC2	2013-09-09 11:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2013-09-09 11:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	51	COLORADO	SUMMIT	14010002	14010002	39.603426	-105.9772256	NAD83       		51.119SC4	2013-09-09 09:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2013-09-09 09:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	51	COLORADO	SUMMIT	14010002	14010002	39.603426	-105.9772256	NAD83       		51.119SC2	2013-09-09 09:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2013-09-09 09:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	51	COLORADO	SUMMIT	14010002	14010002	39.603426	-105.9772256	NAD83       		51.119SC1	2013-09-09 09:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2013-09-09 09:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	51	COLORADO	SUMMIT	14010002	14010002	39.603426	-105.9772256	NAD83       		51.119SC3	2013-09-09 09:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2013-09-09 09:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.003SC3	2015-09-16 09:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2015-09-16 09:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.003SC1	2015-09-16 09:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2015-09-16 09:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.003SC2	2015-09-16 09:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2015-09-16 09:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.003SC4	2015-09-16 09:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2015-09-16 09:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.001SC2	2015-07-21 10:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2015-07-21 10:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.001SC1	2015-07-21 10:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2015-07-21 10:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.001SC3	2015-07-21 10:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2015-07-21 10:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.001SC4	2015-07-21 10:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2015-07-21 10:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.003SC3	2015-09-16 10:50:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2015-09-16 10:50:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.001SC1	2015-07-21 11:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2015-07-21 11:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.001SC3	2015-07-21 11:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2015-07-21 11:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.003SC2	2015-09-16 10:50:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2015-09-16 10:50:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.003SC4	2015-09-16 10:50:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2015-09-16 10:50:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.001SC2	2015-07-21 11:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2015-07-21 11:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.001SC4	2015-07-21 11:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2015-07-21 11:30:00	MST						
